Rank,Name,Score,Provisional Rank,Provisional Score,Performance,Old Rating(β),Change,New Rating(β)
500,kwrig,4770234,422,81532,1222,0,+257,257
501,venzosan,4762850,535,77782,1221,89,+328,417
502,coindarw,4757305,513,79094,1219,0,+254,254
503,firiexp,4757076,533,77854,1217,1663,+6,1669
504,gvastash,4752502,449,81084,1216,615,+187,802
505,ntk_ta01,4745886,503,79791,1214,1328,+19,1347
506,kota0501,4742696,530,78174,1212,0,+250,250
507,toshiba66,4739877,545,76872,1211,820,+121,941
508,NeoNuc2001,4731593,538,77546,1209,310,+290,600
509,Ushiiin,4728337,521,78823,1207,1181,+39,1220
510,NOSS,4724264,469,81084,1206,590,+210,800
511,qiuzx,4723471,531,78020,1204,240,+328,568
512,kenken714,4721207,473,81084,1202,0,+244,244
513,whz_yhx_tie_tie,4716392,540,77306,1201,0,+243,243
514,Yoika,4712443,400,82470,1199,879,+92,971
515,saikatoto,4711235,527,78477,1198,0,+241,241
516,bayashiko,4706744,543,77021,1196,1350,+28,1378
517,shot,4701867,537,77678,1194,1138,+49,1187
518,a9ua1i0n,4695891,461,81084,1193,0,+238,238
519,eijirou,4689671,500,79925,1191,2155,+0,2155
520,yukidaruma6,4685446,544,76931,1189,1795,+3,1798
521,scrblbug,4633751,557,75237,1188,52,+284,336
522,nagoyan,4631942,541,77279,1186,935,+79,1014
523,ganmodokix,4618861,555,75404,1184,1552,+9,1561
524,Y130e1b8,4617433,554,75429,1182,0,+232,232
525,White_Green,4615159,546,75775,1181,1068,+67,1135
526,karinohito,4609070,553,75732,1175,1330,+18,1348
526,unit,4609070,552,75732,1175,0,+228,228
526,emak,4609070,551,75732,1175,819,+113,932
526,HyperToy,4609070,549,75732,1175,201,+291,492
526,rui_er,4609070,548,75732,1175,343,+263,606
526,T_Stream,4609070,550,75732,1175,1013,+69,1082
532,hazukit,4600357,447,81084,1169,0,+225,225
533,obakyan,4590646,566,74716,1167,995,+75,1070
534,RunGood,4588287,556,75290,1166,1118,+44,1162
535,FLR,4588276,459,81084,1164,1263,+30,1293
536,iiko11,4586682,559,75134,1162,0,+221,221
537,simetuha,4585993,561,74924,1161,544,+210,754
538,nisui258,4580248,456,81084,1159,1387,+15,1402
539,lowking,4575287,571,74570,1157,109,+297,406
540,hari64,4573414,575,74130,1155,1668,+7,1675
541,tktk_snsn,4573019,536,77702,1154,1098,+52,1150
542,SugarDragon5,4569839,498,80042,1152,1140,+52,1192
543,kabipoyo,4569751,580,73826,1146,1319,+19,1338
543,shama,4569751,579,73826,1146,663,+145,808
543,suta,4569751,582,73826,1146,976,+91,1067
543,kaikey,4569751,577,73826,1146,1305,+32,1337
543,Akari__,4569751,578,73826,1146,1285,+18,1303
543,Bondo416,4569751,581,73826,1146,1279,+20,1299
549,side,4567941,573,74494,1140,1123,+31,1154
550,codernyaku,4566250,567,74685,1138,0,+208,208
551,hoshiika,4562182,563,74875,1137,1385,+12,1397
552,sekiye,4560071,558,75196,1135,0,+206,206
553,nawa,4558270,562,74877,1133,0,+205,205
554,Manuel1024,4554853,569,74620,1131,1109,+28,1137
555,Freedom645,4548087,574,74421,1130,0,+203,203
556,kamojiro,4544685,570,74573,1128,1286,+23,1309
557,eoeo,4542538,542,77253,1126,0,+202,202
558,masakun137,4538172,560,74964,1124,859,+111,970
559,gyouzasushi,4532560,568,74649,1123,1544,+5,1549
560,Xaci,4531955,454,81084,1121,0,+199,199
561,YusukeK,4528409,572,74561,1119,0,+198,198
562,te2T,4525309,466,81084,1117,0,+197,197
563,arad,4524439,564,74806,1116,29,+226,255
564,yotsutose,4519646,457,81084,1114,0,+196,196
565,MarioChao,4517237,585,73464,1112,174,+261,435
566,APinkGlove,4515408,576,73875,1110,0,+194,194
567,doDaylightCycle,4515177,547,75732,1109,1329,+14,1343
568,marurunn1,4513541,584,73465,1107,869,+81,950
569,AGreenHat,4512705,565,74766,1105,0,+191,191
570,ei1903,4500850,583,73712,1103,602,+171,773
571,sk461,4490414,586,73302,1102,879,+65,944
572,Shirotsume,4486654,539,77544,1100,451,+186,637
573,SDESTINY,4466629,733,4428,1098,1078,+32,1110
574,inu__dog,4464841,588,72607,1096,1343,+21,1364
575,shindannin,4449535,429,81255,1094,1823,+1,1824
576,gojira_ku,4427283,589,72605,1093,1442,+11,1453
577,tookunn,4412203,590,72478,1091,562,+181,743
578,futonking,4403109,587,73146,1089,0,+184,184
579,MoSooN,4401397,591,72127,1087,52,+228,280
580,LeoPro,4363804,593,71299,1085,0,+182,182
581,hanyu,4355520,592,71940,1084,0,+181,181
582,RedyYuh,4322519,594,70142,1082,809,+77,886
583,HAPPA,4280001,595,70008,1080,1464,+8,1472
584,reverd,4265498,419,81626,1078,0,+179,179
585,pachicobue,4256420,66,97134,1076,0,+178,178
586,kkktym,4251298,597,68532,1074,1419,+15,1434
587,daigakupotato,4239645,596,68970,1073,494,+173,667
588,Tenohira,4226811,506,79327,1071,0,+176,176
589,satashun,4195992,252,88670,1069,903,+76,979
590,coint,4178733,511,79094,1067,0,+174,174
591,darnley,4107529,598,66684,1065,1515,+11,1526
592,Pon_Sato0928,3815148,599,61798,1063,1040,+56,1096
593,ShunSK210328,3761719,324,86641,1061,1168,+23,1191
594,ShiningStars,3138333,600,50215,1060,29,+200,229
595,hokto,2982613,601,50060,1058,167,+256,423
596,KoseT,2404241,488,80877,1056,541,+153,694
597,hogeandfuga,2224716,602,46335,1054,0,+168,168
598,unsre,1790098,386,83513,1052,1489,+5,1494
599,Nichi10p,1788145,603,29626,1050,161,+251,412
600,xelmeph,518846,606,8712,1046,0,+165,165
600,osata,518846,607,8712,1046,553,+141,694
600,Hydru1,518846,605,8712,1046,0,+165,165
603,nike0good,339152,766,0,1043,0,+164,164
604,oshake,330957,608,5830,1041,216,+254,470
605,matchataro,274878,609,5108,1039,456,+174,630
606,ei1941,272730,639,4480,1037,0,+161,161
607,wizone,272727,738,4424,1035,0,+161,161
608,rtasan,272588,679,4455,1032,0,+159,159
608,c1120231020,272588,755,4399,1032,0,+159,159
610,GardonofAvalon,272587,657,4467,1029,0,+158,158
611,fmfm,272538,732,4429,1027,0,+158,158
612,pnumason,272533,616,4507,1025,0,+157,157
613,Kyron,272531,749,4410,1023,0,+156,156
614,km1234,272518,700,4442,1021,1166,+21,1187
615,BianLiTao,272491,620,4502,1019,0,+154,154
616,takechanman_,272486,625,4493,1017,433,+175,608
617,robin_lee,272473,745,4417,1015,0,+153,153
618,Maki_python,272461,719,4435,1013,171,+199,370
619,thisisryou,272454,665,4464,1011,0,+151,151
620,CAIOS,272438,758,4379,1009,0,+151,151
621,optnet,272418,653,4469,1007,0,+150,150
622,piyopiyo_kun,272417,671,4459,1005,0,+149,149
623,ryusuke_h,272404,725,4431,1003,467,+145,612
624,sji,272399,697,4444,1001,0,+148,148
625,bubblemanTG,272382,631,4481,999,503,+162,665
626,Jerrywang2008,272378,660,4465,997,0,+146,146
627,hiroyuk1,272377,614,4515,995,0,+145,145
628,Mahmoud_Nabil,272372,756,4391,993,0,+145,145
629,anuragr135,272370,727,4430,991,0,+144,144
630,recososo,272367,636,4480,989,0,+143,143
631,Raclamusi,272363,742,4420,987,1624,+2,1626
632,qzx_try_tie_tie,272362,664,4464,985,0,+142,142
633,tamakonnyaku,272359,709,4439,982,0,+141,141
633,gmmtea,272359,713,4439,982,944,+31,975
635,tiaotiao0830,272343,669,4462,979,0,+140,140
636,spady,272338,715,4437,977,1028,+27,1055
637,in708,272325,626,4493,975,134,+208,342
638,seastar105,272322,730,4429,972,0,+137,137
639,manakaY,272316,663,4464,970,0,+137,137
640,tombo314,272315,656,4468,968,34,+167,201
641,siro53,272311,747,4415,966,1180,+23,1203
642,puyopop,272309,739,4424,964,1149,+20,1169
643,ion_,272304,711,4439,962,822,+44,866
644,ttt123,272297,736,4426,960,0,+133,133
645,pengin,272294,642,4477,957,1183,+21,1204
646,hiroki5345,272287,622,4500,955,132,+198,330
647,okitz,272264,650,4471,953,678,+105,783
648,CHENRUIJIE,272259,706,4441,951,0,+130,130
649,zy123,272257,674,4457,949,0,+129,129
650,ka_zu,272253,627,4493,946,0,+129,129
651,hackerpro,272250,716,4437,944,0,+128,128
652,LuckyOne,272246,641,4477,942,0,+127,127
653,qwery,272245,691,4446,940,0,+127,127
654,shurunner,272243,681,4453,937,169,+202,371
655,milkcoffee,272238,644,4474,935,1413,+6,1419
656,shinichi1729,272236,676,4457,933,0,+124,124
657,kepu_kepu,272234,731,4429,931,0,+124,124
658,psz2007,272233,687,4449,928,29,+150,179
659,sin471,272232,750,4407,926,0,+122,122
660,SuperUP,272229,621,4501,924,544,+98,642
661,flo,272225,692,4446,921,167,+195,362
662,itt828,272222,684,4451,919,71,+168,239
663,HH2JZ,272220,740,4423,917,0,+120,120
664,skrts13,272218,662,4465,914,0,+119,119
665,motchy,272216,643,4474,912,36,+148,184
666,Zen1,272215,693,4446,910,0,+117,117
667,comi19,272211,759,4366,907,0,+117,117
668,Subarna578,272204,658,4467,905,167,+171,338
669,uesugi,272182,703,4441,903,110,+155,265
670,ripity,272181,667,4463,899,192,+168,360
670,Tyranno,272181,698,4444,899,1524,+4,1528
672,lemolatoon,272176,744,4418,895,0,+113,113
673,katonyonko,272174,673,4458,893,1044,+28,1072
674,Kevin_pbw,272172,754,4399,890,0,+112,112
675,uenotokyoline,272171,615,4507,888,0,+111,111
676,jinjin8979,272170,701,4442,885,0,+110,110
677,physkm,272152,710,4439,883,0,+110,110
678,duck0418,272148,753,4404,880,0,+109,109
679,kmd2525,272146,670,4460,878,0,+108,108
680,Kfuck,272137,675,4457,875,0,+108,108
681,Gai1219,272134,707,4440,873,0,+107,107
682,cyrus69,272133,686,4450,870,0,+106,106
683,zhangtingxi,272131,737,4425,868,0,+106,106
684,maShu,272126,717,4437,864,344,+151,495
684,warotan,272126,633,4480,864,18,+122,140
686,multiple_gamma,272121,689,4448,860,0,+104,104
687,tokoharu,272112,652,4470,857,0,+103,103
688,Nighttwinkle,272105,677,4456,854,0,+102,102
689,yanyutao,272098,735,4426,852,0,+102,102
690,afoil,272092,746,4416,849,0,+101,101
691,pitsu,272089,630,4482,846,934,+40,974
692,_hky123,272087,726,4431,842,0,+99,99
692,kakeyamay,272087,699,4443,842,97,+149,246
694,maronu,272079,651,4470,838,150,+161,311
695,kawakattsun,272059,705,4441,836,0,+98,98
696,namacha411,272045,619,4502,833,200,+168,368
697,Qwertyiaodu,272040,632,4481,829,0,+96,96
697,rika0384,272040,682,4452,829,0,+96,96
699,n_itsuki,272032,648,4472,824,0,+95,95
700,gege2007214,272022,659,4465,821,0,+94,94
701,Kagemeka,272012,694,4446,819,0,+93,93
702,sangonana,272000,649,4472,816,1019,+16,1035
703,skylabo,271996,612,4528,813,0,+92,92
704,Otonashi_Kyouko,271992,695,4445,810,0,+91,91
705,yusaku5739,271960,690,4447,807,29,+115,144
706,Yuudai1223,271945,729,4429,804,0,+90,90
707,manotan,271944,672,4458,801,0,+89,89
708,ARedScarf,271935,532,78020,798,0,+89,89
709,D2029AAE2EF6,271929,668,4462,793,808,+27,835
709,KyosukeKobayashi,271929,696,4445,793,0,+88,88
711,boomslang,271928,724,4432,789,724,+37,761
712,kanikama038,271921,645,4473,786,34,+114,148
713,k3141592,271919,714,4438,783,0,+85,85
714,gck_16,271911,688,4449,779,0,+85,85
715,TakeruOkuyama,271896,611,4541,776,728,+41,769
716,b2jena,271881,748,4413,773,0,+83,83
717,aoking,271879,734,4426,770,453,+96,549
718,icos,271878,708,4440,767,0,+82,82
719,cera27,271874,757,4381,763,0,+81,81
720,seica,271866,702,4441,760,230,+147,377
721,daiju,271865,654,4469,757,1611,+1,1612
722,toureiffel2018,271864,618,4504,753,0,+79,79
723,tacky0,271854,637,4480,750,0,+79,79
724,Koki_tkg,271831,617,4506,747,977,+18,995
725,wanghaoze,271805,629,4488,743,0,+77,77
726,Ldwic03,271773,647,4473,740,0,+77,77
727,wallcrack,271755,635,4480,736,0,+76,76
728,AYellowCap,271711,624,4494,733,0,+75,75
729,ekaraage,271695,655,4469,729,322,+140,462
730,rain33,271679,628,4489,726,0,+74,74
731,kitto,271625,634,4480,722,0,+73,73
732,sff,271560,718,4436,719,0,+73,73
733,nidone,271551,680,4453,715,0,+72,72
734,sakaki_tohru,180715,766,0,711,294,+115,409
735,lToHl,129700,760,3779,707,94,+113,207
736,S_shun,60000,761,1000,704,656,+57,713
737,MightyFine,56535,458,81084,700,0,+69,69
738,keisuke6,13665,712,4439,696,253,+99,352
739,alumi2018,12980,762,209,692,0,+68,68
740,Noruno,12893,766,0,688,0,+67,67
741,komasan,3000,764,50,684,161,+98,259
742,Ravenfield,2520,766,0,680,0,+66,66
743,ReiVindicatio,1494,728,4429,676,0,+65,65
744,fefefe,1412,766,0,672,0,+65,65
745,uhsaye,0,515,79021,378,0,+31,31
745,YsuieAo,0,766,0,378,0,+31,31
745,yk109,0,766,0,378,1320,+1,1321
745,agentmist2,0,766,0,378,0,+31,31
745,karasuex54,0,623,4495,378,96,+57,153
745,ZENGJIE,0,678,4456,378,0,+31,31
745,xiaoweiwen,0,766,0,378,0,+31,31
745,lier2,0,766,0,378,0,+31,31
745,gouki,0,766,0,378,0,+31,31
745,ryota_weapon,0,439,81084,378,0,+31,31
745,soytaro,0,720,4434,378,0,+31,31
745,IlIlI,0,646,4473,378,53,+52,105
745,silviase,0,751,4407,378,882,+8,890
745,ryo3284atcoder,0,766,0,378,29,+46,75
745,KWR,0,766,0,378,0,+31,31
745,Tsukamachi,0,613,4526,378,132,+60,192
745,kobare,0,766,0,378,0,+31,31
745,tor1atama,0,766,0,378,110,+58,168
745,moomia,0,766,0,378,0,+31,31
745,Dotatu123,0,766,0,378,0,+31,31
745,inaba3,0,766,0,378,735,+14,749
745,soraie,0,741,4422,378,1290,+0,1290
745,watarimaycry2,0,766,0,378,650,+13,663
745,shakayami,0,638,4480,378,335,+44,379
745,Noboru2020,0,766,0,378,488,+31,519
745,nakamurk,0,722,4433,378,760,+7,767
745,LayCurse,0,766,0,378,1908,+0,1908
745,mishimario,0,766,0,378,0,+31,31
745,Kiogoll,0,766,0,378,506,+30,536
745,K_SIO,0,704,4441,378,1183,+1,1184
745,yakisoba_tabetai,0,604,9386,378,86,+49,135
745,zzzjjj,0,766,0,378,0,+31,31
745,SMDTU,0,610,4542,378,522,+33,555
745,carre,0,766,0,378,1198,+5,1203
745,mono_0812,0,766,0,378,578,+17,595
745,C7BMkOO7Qbmcwck7,0,766,0,378,2335,+0,2335
745,sachigoose,0,766,0,378,0,+31,31
745,chenzhiyin,0,766,0,378,0,+31,31
745,adomine,0,766,0,378,85,+56,141
745,marvenlee,0,766,0,378,606,+35,641
745,yamake,0,766,0,378,1323,+0,1323
745,Atish508,0,766,0,378,0,+31,31
745,rxive,0,766,0,378,914,+7,921
745,ogawakun,0,766,0,378,136,+60,196
745,UltimateBlacktea,0,721,4434,378,125,+59,184
745,zjzjzj,0,766,0,378,0,+31,31
745,cubinglover,0,766,0,378,0,+31,31
745,Kichico,0,766,0,378,714,+11,725
745,zzjjzj,0,766,0,378,0,+31,31
745,zzjj,0,766,0,378,0,+31,31
745,keymoon,0,763,50,378,570,+38,608
745,rastel,0,666,4463,378,361,+63,424
745,dissonance,0,766,0,378,0,+31,31
745,pori_na,0,766,0,378,181,+63,244
745,kutsutama,0,766,0,378,740,+17,757
745,iry,0,661,4465,378,0,+31,31
745,wakiniki,0,766,0,378,0,+31,31
745,kerozou,0,766,0,378,995,+2,997
745,pack887,0,683,4452,378,741,+24,765
745,takekinmkk,0,766,0,378,463,+29,492
745,tropolone,0,766,0,378,691,+11,702
745,tatyam,0,766,0,378,1026,+6,1032
745,fujiwara00,0,685,4450,378,500,+47,547
745,tatetuke,0,766,0,378,0,+31,31
745,seeton,0,766,0,378,0,+31,31
745,NokonoKotlin,0,766,0,378,272,+63,335
745,akasinn,0,765,50,378,36,+48,84
745,heno239,0,766,0,378,1955,+0,1955
745,Hewla,0,766,0,378,0,+31,31
745,KentM,0,766,0,378,0,+31,31
745,yoshiro,0,496,80181,378,0,+31,31
745,nowa,0,743,4419,378,0,+31,31
745,iryuki,0,766,0,378,455,+44,499
745,remooon,0,766,0,378,36,+48,84
745,kotatsugame,0,766,0,378,2019,+0,2019
745,akechi27,0,723,4432,378,0,+31,31
745,NULLCT_,0,640,4479,378,0,+31,31
745,macle,0,766,0,378,483,+31,514
745,log5,0,752,4405,378,659,+13,672
