Rank,Name,Score,Provisional Rank,Provisional Score,Performance,Old Rating(β),Change,New Rating(β)
479,brthyyjp,0,429,239841,349,885,+5,890
479,OEC,0,489,0,349,0,+29,29
479,mikurikuri,0,461,46887,349,41,+47,88
479,xxxjune,0,408,1395528,349,0,+29,29
479,CharlieZ,0,489,0,349,0,+29,29
479,Jur_Cai,0,489,0,349,0,+29,29
479,yn0moto,0,468,36772,349,0,+29,29
479,westriver,0,290,23623342,349,232,+48,280
479,Taisei2001,0,474,50,349,966,+5,971
479,aviral,0,489,0,349,36,+45,81
479,ricetta,0,489,0,349,331,+33,364
479,kyo1,0,121,188336076,349,1480,+0,1480
479,psz2007,0,382,5683149,349,0,+29,29
479,kt_tenel,0,489,0,349,1402,+1,1403
479,Isshii,0,489,0,349,594,+20,614
479,yusaku5739,0,489,0,349,0,+29,29
479,PrussianBlue,0,489,0,349,0,+29,29
479,toyama,0,223,62515976,349,0,+29,29
479,baku1101,0,489,0,349,1622,+0,1622
479,tearing,0,489,0,349,0,+29,29
479,qiliangzhe,0,489,0,349,260,+60,320
479,laet,0,379,6035787,349,917,+5,922
479,SDESTINY,0,489,0,349,1076,+2,1078
479,pm__,0,489,0,349,0,+29,29
479,utyukapi,0,489,0,349,61,+50,111
479,Hu_Tao,0,489,0,349,0,+29,29
479,yzyjh,0,489,0,349,0,+29,29
479,Shirotsume,0,213,71903343,349,409,+42,451
479,wlcmtjprprk,0,489,0,349,36,+45,81
479,fkyosuke,0,489,0,349,0,+29,29
479,ccppjsrb,0,25,252310202,349,1208,+1,1209
479,oyu,0,489,0,349,83,+53,136
479,tropolone,0,449,120901,349,680,+11,691
479,iryuki,0,299,20003915,349,399,+56,455
479,orangegummy,0,489,0,349,0,+29,29
479,ShiningStars,0,489,0,349,0,+29,29
479,ryo3284atcoder,0,489,0,349,0,+29,29
